,station,weight,latitude,longitude,elevation,label
13450,USW00023275,12.0,39.1258,-123.2008,183.2,2357.0
19856,USR0000CMCC,26.0,39.1267,-107.2847,2748.7,2511.0
18286,USC00055427,14.0,39.1289,-103.8456,1777.0,7299.0
15202,USC00143156,11.0,39.1306,-102.0258,1185.7,2303.0
15464,USC00235916,2.0,39.1331,-94.0639,207.3,6953.0
22867,USC00446240,4.0,39.1333,-78.1167,129.8,4964.0
9004,USC00331566,14.0,39.1333,-84.4167,235.0,7551.0
13324,USS0020K25S,22.0,39.1333,-120.2333,2057.4,9163.0
25280,USC00187700,46.0,39.1333,-76.2333,6.1,5877.0
13355,USW00003893,15.0,39.1333,-86.6167,257.3,9795.0
3032,USS0007K09S,27.0,39.1333,-107.2833,2895.6,2511.0
5217,USC00232828,5.0,39.1333,-92.6667,195.1,3014.0
3064,USS0014K05S,20.0,39.1333,-114.8167,2804.2,9163.0
16658,USS0011K31S,26.0,39.1333,-111.4333,2987.0,4848.0
22098,USC00232823,86.0,39.1333,-92.7,228.9,3014.0
23396,USW00013707,20.0,39.1333,-75.4667,7.0,5534.0
16296,USC00468536,4.0,39.1333,-79.3,1036.9,4964.0
3053,USS0011K13S,26.0,39.1333,-111.55,2438.4,4848.0
8326,USC00126625,6.0,39.1333,-85.2833,281.0,9795.0
12855,USC00462209,1.0,39.1333,-79.4667,951.9,4964.0
13438,USW00023066,113.0,39.1342,-108.54,1480.7,2511.0
13410,USW00013991,114.0,39.1342,-93.2225,240.8,3014.0
6521,USW00003936,22.0,39.1353,-96.6778,322.2,6953.0
4865,USC00114078,7.0,39.1397,-88.1906,152.4,9671.0
4699,USC00054172,22.0,39.1439,-103.4897,1531.6,7299.0
19842,USR0000CDUN,6.0,39.1439,-120.5089,2164.1,2357.0
24859,USC00045385,104.0,39.1458,-121.5853,17.4,2357.0
26240,USC00466982,42.0,39.1461,-80.0411,396.2,4964.0
8776,USC00261485,104.0,39.1464,-119.7678,1417.6,9163.0
8098,USC00049122,120.0,39.1467,-123.2103,193.9,2357.0
19119,USC00331288,42.0,39.1469,-82.2194,250.5,1990.0
1468,USC00117126,22.0,39.1483,-89.1022,182.9,9671.0
8136,USC00055015,60.0,39.15,-103.7667,1695.9,7299.0
25773,USC00331569,10.0,39.15,-84.4167,182.9,7551.0
4866,USC00114108,116.0,39.15,-89.4833,192.0,9671.0
15585,USC00268820,9.0,39.15,-119.1833,1324.1,9163.0
12711,USC00423514,33.0,39.15,-111.8167,1568.5,4848.0
9930,USS0019K04S,23.0,39.15,-119.9,2438.4,9163.0
16572,USR0000NWAS,11.0,39.15,-117.2583,2182.4,9163.0
21803,USC00129789,27.0,39.15,-86.9833,160.3,9795.0
16261,USC00460679,39.0,39.15,-80.55,328.9,1990.0
26134,USC00440670,35.0,39.15,-77.9833,182.9,4964.0
20252,USW00093890,67.0,39.15,-84.5167,231.6,7551.0
18255,USC00049677,32.0,39.15,-122.15,25.9,2357.0
8639,USC00232591,82.0,39.1506,-90.7847,137.2,3014.0
22456,USC00331515,25.0,39.1547,-84.6233,292.6,7551.0
1803,USC00234911,3.0,39.1569,-93.8906,263.7,6953.0
25112,USC00127959,24.0,39.1614,-87.2436,161.5,9671.0
4902,USC00125658,14.0,39.1619,-85.0517,297.2,9795.0
4614,USC00043491,15.0,39.165,-120.8567,1011.9,2357.0
4696,USC00053146,109.0,39.1653,-108.7331,1373.1,2511.0
15134,USC00121747,119.0,39.1661,-85.9228,186.8,9795.0
23529,USW00093721,74.0,39.1667,-76.6833,47.5,5877.0
9023,USC00335265,18.0,39.1667,-84.3,174.0,7551.0
12144,USC00264858,25.0,39.1667,-119.9167,2439.9,9163.0
1640,USC00183585,4.0,39.1667,-77.3833,139.9,5877.0
15465,USC00236524,1.0,39.1667,-94.6833,-999.9,6953.0
20060,USS0020K27S,22.0,39.1667,-120.15,2057.4,9163.0
8502,USC00189314,13.0,39.1667,-76.7833,70.1,5877.0
16266,USC00461328,72.0,39.1667,-81.1667,207.0,1990.0
22813,USC00423706,3.0,39.1667,-109.1333,1601.1,2511.0
1298,USC00048758,103.0,39.1678,-120.1428,1898.9,9163.0
8314,USC00120784,116.0,39.1742,-86.5214,253.0,9795.0
1807,USC00235541,117.0,39.1756,-91.8861,244.4,3014.0
25786,USC00335268,36.0,39.1814,-84.2867,158.5,7551.0
9717,USR0000CCHE,25.0,39.1814,-105.2672,2286.0,7299.0
15463,USC00234904,114.0,39.1828,-93.855,251.5,6953.0
6001,USC00448915,10.0,39.1833,-77.6,161.8,5877.0
2573,USC00449186,100.0,39.1833,-78.1167,207.3,4964.0
20061,USS0020K30S,20.0,39.1833,-120.25,2499.4,2357.0
18260,USC00050370,50.0,39.1833,-106.8333,2416.5,2511.0
21628,USC00056966,1.0,39.1833,-107.2333,2196.1,2511.0
6328,USR0000CSEC,20.0,39.1836,-120.8847,861.4,2357.0
11534,USC00050372,33.0,39.1853,-106.8381,2455.5,2511.0
21541,USC00041948,64.0,39.1875,-122.0269,15.2,2357.0
19566,USC00449181,30.0,39.1881,-78.1514,219.5,4964.0
20232,USW00093010,61.0,39.1894,-103.7158,1634.9,7299.0
21591,USC00049173,62.0,39.1906,-122.8964,406.9,2357.0
15293,USC00181125,7.0,39.1911,-77.0069,100.6,5877.0
11776,USC00144972,117.0,39.1972,-96.5814,324.6,6953.0
5061,USC00180460,7.0,39.2,-76.5667,43.0,5877.0
21849,USC00144977,21.0,39.2,-96.6,338.9,6953.0
18295,USC00056970,14.0,39.2,-107.3,2458.2,2511.0
9022,USC00335188,8.0,39.2,-84.7,146.9,7551.0
26236,USC00466168,16.0,39.2,-78.85,262.1,4964.0
9502,USC00462590,3.0,39.2,-81.6167,781.2,1990.0
8367,USC00141659,3.0,39.2,-99.1833,600.5,2303.0
16280,USC00465445,45.0,39.2,-80.4167,304.8,4964.0
4669,USC00048474,18.0,39.2,-120.2333,1902.9,9163.0
22241,USC00264253,6.0,39.2036,-117.0892,2020.2,9163.0
14882,USC00043573,46.0,39.2042,-121.0681,731.5,2357.0
19622,USC00461330,23.0,39.2047,-81.1572,231.6,1990.0
16124,USC00421214,100.0,39.2078,-111.0125,1713.0,4848.0
19846,USR0000CHGL,14.0,39.2083,-122.8083,1475.2,2357.0
18818,USC00238770,2.0,39.2106,-93.5211,268.2,3014.0
4966,USC00148563,100.0,39.2142,-96.3703,348.7,6953.0
21550,USC00043571,59.0,39.2167,-121.0667,805.0,2357.0
21780,USC00120975,5.0,39.2167,-84.85,-999.9,9795.0
21092,GRE00105232,47.0,39.2167,22.8,15.0,9276.0
4603,USC00041945,43.0,39.2167,-122.0,18.0,2357.0
21926,USC00181750,94.0,39.2167,-76.0519,12.2,5877.0
5063,USC00181032,65.0,39.2167,-77.3333,176.8,5877.0
2178,USC00331568,10.0,39.2167,-84.4833,161.8,7551.0
25769,USC00331220,22.0,39.2167,-84.2833,173.7,7551.0
14949,USC00052593,18.0,39.2167,-104.55,2055.9,7299.0
9506,USC00463940,7.0,39.2189,-81.0486,254.5,1990.0
24904,USC00051528,110.0,39.2203,-105.2783,2097.0,7299.0
21610,USC00052816,10.0,39.2219,-105.9936,3046.5,7299.0
3270,USW00093073,15.0,39.2231,-106.8683,2353.1,2511.0
13505,USW00093009,62.0,39.2292,-106.3169,3027.3,2511.0
14451,IT000016560,62.0,39.2331,9.05,21.0,9276.0
1797,USC00233220,11.0,39.2333,-92.85,-999.9,3014.0
21800,USC00128546,2.0,39.2333,-85.1,310.3,9795.0
25782,USC00333758,119.0,39.2333,-83.6092,296.0,7551.0
5591,USC00336872,5.0,39.2333,-83.85,304.8,7551.0
5388,USC00284762,7.0,39.2333,-74.9667,3.0,5534.0
1542,USC00143897,27.0,39.2333,-98.3933,495.3,2303.0
12142,USC00264542,24.0,39.2333,-119.85,1585.9,9163.0
14943,USC00051743,13.0,39.2367,-107.9797,1831.5,2511.0
8325,USC00126056,14.0,39.24,-86.2294,208.8,9795.0
18800,USC00234367,9.0,39.2419,-94.6422,274.3,6953.0
1550,USC00146100,52.0,39.2419,-95.2725,338.0,6953.0
22116,USC00237116,6.0,39.2422,-93.97,213.4,6953.0
21607,USC00051741,94.0,39.2425,-107.9631,1822.7,2511.0
15140,USC00122814,1.0,39.2425,-87.3906,167.6,9671.0
23209,USR0000NLIT,9.0,39.2444,-119.8808,1923.3,9163.0
6510,USW00003026,16.0,39.2447,-102.2842,1277.7,7299.0
11782,USC00146435,100.0,39.245,-99.3808,634.9,2303.0
19514,USC00427714,113.0,39.2453,-112.1067,1619.7,4848.0
14902,USC00046136,120.0,39.2467,-121.0008,847.6,2357.0
18538,USC00148259,53.0,39.2475,-96.5994,322.2,6953.0
12180,USC00280690,80.0,39.2483,-74.8431,9.1,5534.0
11575,USC00058064,68.0,39.2494,-106.3714,2968.1,2511.0
8113,USC00051745,2.0,39.25,-107.9333,1969.9,2511.0
15786,USC00335021,33.0,39.25,-82.4833,225.6,7551.0
11330,TX000038647,21.0,39.25,55.517,31.0,9276.0
18452,USC00122813,53.0,39.25,-87.3833,174.0,9671.0
15207,USC00144685,3.0,39.25,-101.15,990.9,2303.0
18802,USC00234914,31.0,39.25,-94.4167,-999.9,6953.0
12139,USC00263420,8.0,39.25,-115.4833,2431.4,9163.0
15295,USC00181862,33.0,39.2553,-76.9286,112.8,5877.0
18309,USC00072730,108.0,39.2583,-75.5167,9.1,5534.0
26097,USC00425402,114.0,39.2583,-111.6306,1749.6,4848.0
23156,USR0000CPNR,23.0,39.2603,-108.4072,2011.7,2511.0
19934,USR0000NDEA,25.0,39.2636,-118.9433,1368.6,9163.0
11867,USC00182336,19.0,39.2647,-77.2319,213.4,5877.0
18937,USC00264199,30.0,39.2667,-115.0333,2204.9,9163.0
6553,USW00013803,10.0,39.2667,-85.9,199.9,9795.0
18455,USC00123960,27.0,39.2667,-86.35,-999.9,9795.0
15296,USC00182335,18.0,39.2667,-77.2333,220.1,5877.0
5065,USC00182660,12.0,39.2667,-76.5167,15.2,5877.0
22254,USC00265760,7.0,39.2667,-114.9833,2144.0,9163.0
16160,USC00429629,10.0,39.2667,-110.35,1414.9,4848.0
8785,USC00262860,22.0,39.2667,-116.0,1845.0,9163.0
26222,USC00461677,90.0,39.2683,-80.3522,301.8,4964.0
9496,USC00460527,106.0,39.2728,-79.3683,735.2,4964.0
4942,USC00142073,5.0,39.2739,-97.7719,395.9,2303.0
21936,USC00185985,98.0,39.2739,-75.87,9.1,5534.0
6419,USR0000OZAL,9.0,39.2753,-82.385,222.5,1990.0
8802,USC00267175,47.0,39.2764,-114.9911,2090.3,9163.0
23456,USW00023225,62.0,39.2775,-120.7103,1608.1,2357.0
24915,USC00053258,15.0,39.2775,-103.4958,1709.3,7299.0
8135,USC00054825,6.0,39.2786,-104.92,2087.9,7299.0
13395,USW00013867,87.0,39.2811,-81.5572,189.0,1990.0
6690,USW00093784,14.0,39.2814,-76.6089,6.1,5877.0
11552,USC00052932,63.0,39.2814,-103.0614,1499.6,7299.0
11870,USC00182875,6.0,39.2833,-76.8833,91.4,5877.0
20110,USW00013777,106.0,39.2833,-76.6167,4.3,5877.0
8106,USC00050348,41.0,39.2833,-103.2667,1597.5,7299.0
25788,USC00335543,42.0,39.2833,-84.5667,259.1,7551.0
12861,USC00466920,2.0,39.2833,-80.9667,-999.9,1990.0
26624,USS0006K10S,21.0,39.2833,-106.55,3169.9,2511.0
2633,USC00467883,1.0,39.2833,-80.5667,320.0,1990.0
8653,USC00237112,7.0,39.2833,-93.9667,251.2,6953.0
15565,USC00263290,2.0,39.2833,-119.65,1981.2,9163.0
15158,USC00128290,64.0,39.2836,-86.7703,167.6,9795.0
4952,USC00144589,1.0,39.285,-94.95,265.5,6953.0
2497,USC00422101,116.0,39.2872,-112.6519,1399.0,4848.0
12771,USC00443468,5.0,39.2875,-78.3625,347.5,4964.0
4689,USC00051809,6.0,39.2878,-105.8272,2901.1,7299.0
18411,USC00111280,116.0,39.2883,-89.8703,189.3,9671.0
22934,USC00469458,39.0,39.2911,-80.7694,240.8,1990.0
13196,USR0000NELY,12.0,39.2922,-114.8361,2008.6,9163.0
25559,USC00265132,25.0,39.2931,-118.0197,1402.1,9163.0
19824,USR0000BRYS,24.0,39.2933,-109.2372,1621.5,2511.0
23506,USW00053989,6.0,39.2942,-96.9264,385.3,6953.0
11573,USC00057519,9.0,39.295,-102.8675,1444.8,7299.0
13444,USW00023154,91.0,39.2953,-114.8467,1908.7,9163.0
13349,USW00003802,23.0,39.2956,-80.2289,366.7,4964.0
6522,USW00003947,40.0,39.2972,-94.7306,306.3,6953.0
18413,USC00111329,27.0,39.2975,-87.9747,189.0,9671.0
2617,USC00461588,8.0,39.2981,-77.8344,158.5,5877.0
8783,USC00262626,7.0,39.2994,-114.8356,1909.0,9163.0
19998,USS0006K16S,13.0,39.3,-106.1167,3398.5,7299.0
22933,USC00469450,7.0,39.3,-80.7833,305.1,1990.0
21935,USC00185916,7.0,39.3,-76.4167,6.1,5877.0
14871,USC00042338,24.0,39.3,-120.8333,1357.9,2357.0
9935,USS0020K13S,23.0,39.3,-120.2,1950.7,9163.0
23283,USS0006K06S,27.0,39.3,-106.6,2651.8,2511.0
4747,USC00071483,1.0,39.3,-75.6333,11.9,5534.0
16683,USS0017K04S,22.0,39.3,-117.1167,2651.8,9163.0
9375,USC00423386,8.0,39.3,-111.45,3006.9,4848.0
1923,USC00262477,6.0,39.3,-117.8833,1531.0,9163.0
1246,USC00042334,57.0,39.3,-120.85,1129.0,2357.0
13193,USR0000NDES,25.0,39.3011,-117.5844,1889.8,9163.0
11786,USC00148341,7.0,39.3033,-95.4861,321.9,6953.0
9749,USR0000CRDR,9.0,39.3036,-121.1172,599.8,2357.0
13097,USR0000CDOR,13.0,39.3036,-121.1172,617.2,2357.0
4728,USC00058008,71.0,39.3047,-102.6003,1340.8,7299.0
8109,USC00051121,107.0,39.3061,-102.2608,1289.3,7299.0
16530,USR0000JOES,13.0,39.3094,-111.3228,2651.8,4848.0
1959,USC00268761,62.0,39.3128,-119.6483,1932.4,9163.0
19647,USC00468986,12.0,39.3136,-80.0297,365.8,4964.0
2904,USR0000CWHC,17.0,39.3167,-120.8375,1316.7,2357.0
19999,USS0006K30S,27.0,39.3167,-106.6167,2926.1,2511.0
16277,USC00464697,3.0,39.3167,-78.8667,244.1,4964.0
1814,USC00238577,66.0,39.3167,-91.4833,232.9,3014.0
20167,USW00023226,3.0,39.3167,-120.3333,2194.0,2357.0
26664,USS0011K09S,26.0,39.3167,-111.4333,3048.0,4848.0
26226,USC00463932,16.0,39.3167,-77.7333,88.1,5877.0
23299,USS0009K01S,26.0,39.3167,-109.5167,2514.6,2511.0
2500,USC00423388,13.0,39.3167,-111.4833,2699.0,4848.0
4666,USC00048331,32.0,39.3167,-120.3833,2058.9,2357.0
4665,USC00048320,6.0,39.3167,-120.3667,2101.0,2357.0
20051,USS0019K07S,29.0,39.3167,-119.8833,2697.5,9163.0
18070,TX000038656,36.0,39.317,58.6,87.0,9276.0
24886,USC00049040,3.0,39.3181,-120.145,1798.3,9163.0
18202,USC00044713,96.0,39.3183,-120.6392,1571.5,2357.0
24832,USC00042467,58.0,39.3239,-120.2331,1809.6,9163.0
9514,USC00467342,5.0,39.3247,-77.9203,170.7,4964.0
1295,USC00048332,8.0,39.3256,-120.3672,2098.5,2357.0
8387,USC00144588,107.0,39.3256,-94.9189,265.2,6953.0
18189,USC00041916,4.0,39.3308,-121.1922,181.4,2357.0
14929,USC00049043,89.0,39.3331,-120.173,1774.9,9163.0
1655,USC00188670,10.0,39.3333,-79.45,762.0,4964.0
8494,USC00184980,11.0,39.3333,-76.5833,61.0,5877.0
8798,USC00265445,4.0,39.3333,-119.8833,2244.9,9163.0
26098,USC00425699,4.0,39.3333,-112.0833,1496.9,4848.0
14895,USC00044714,1.0,39.3333,-120.6333,1562.1,2357.0
23352,USS0020K31S,21.0,39.3333,-120.3667,2103.1,2357.0
18192,USC00042458,58.0,39.3333,-121.2,473.0,2357.0
11548,USC00052121,2.0,39.3333,-108.2167,1510.0,2511.0
21634,USC00058212,1.0,39.3333,-106.3333,3126.0,2511.0
21946,USC00189750,106.0,39.3333,-76.8667,140.2,5877.0
6050,USC00461260,30.0,39.3333,-78.9,266.7,4964.0
5563,USC00331523,51.0,39.3333,-82.9667,189.0,7551.0
23451,USW00023162,72.0,39.3375,-112.5858,1408.2,4848.0
2912,USR0000FTOP,24.0,39.3375,-110.6,1865.4,4848.0
26242,USC00467730,108.0,39.3389,-78.7728,219.5,4964.0
26243,USC00467785,71.0,39.3419,-79.67,433.7,4964.0
22253,USC00265441,1.0,39.3422,-119.8636,2205.2,9163.0
8999,USC00330279,30.0,39.3428,-82.0964,243.8,1990.0
8378,USC00143158,4.0,39.3444,-101.7078,1125.0,2303.0
15445,USC00230856,43.0,39.3447,-91.1711,270.4,3014.0
6518,USW00003804,61.0,39.345,-81.4392,253.3,1990.0
1485,USC00123547,115.0,39.3475,-85.4892,285.0,9795.0
22459,USC00332651,27.0,39.3478,-84.5894,175.3,7551.0
9836,USR0000SEVI,24.0,39.35,-112.0,1624.6,4848.0
16274,USC00463630,66.0,39.35,-80.0,374.9,4964.0
9013,USC00333483,68.0,39.35,-84.5833,175.3,7551.0
25561,USC00265440,11.0,39.35,-119.8667,2286.0,9163.0
18637,USC00185917,4.0,39.35,-76.45,18.0,5877.0
1307,USC00049685,13.0,39.35,-123.3167,586.7,2357.0
15215,USC00148340,10.0,39.35,-95.4667,278.0,6953.0
18625,USC00180475,12.0,39.35,-76.55,100.9,5877.0
19980,USR0000TULE,23.0,39.35,-113.3847,1585.0,4848.0
11588,USC00078510,2.0,39.35,-75.6333,14.9,5534.0
1941,USC00265447,3.0,39.35,-119.8667,2288.1,9163.0
20042,USS0014K02S,25.0,39.35,-114.65,2773.7,9163.0
1486,USC00123550,2.0,39.35,-85.5,287.1,9795.0
21928,USC00182795,4.0,39.35,-76.3167,3.0,5877.0
25566,USC00266290,2.0,39.35,-119.7667,1464.0,9163.0
9521,USC00469168,13.0,39.35,-81.5333,192.0,1990.0
2501,USC00423391,4.0,39.35,-111.5167,2336.0,4848.0
25274,USC00185302,4.0,39.35,-77.1,223.1,5877.0
8063,USC00044158,3.0,39.35,-122.8667,685.8,2357.0
25263,USC00181980,68.0,39.35,-76.1333,24.1,5877.0
21927,USC00182308,9.0,39.3506,-76.6508,71.6,5877.0
18514,USC00143155,3.0,39.3517,-101.7875,1114.7,2303.0
9723,USR0000CCRO,21.0,39.3528,-107.0931,2530.8,2511.0
6314,USR0000CMCG,18.0,39.3528,-123.6011,180.7,2357.0
8381,USC00143837,112.0,39.3533,-100.4397,824.8,2303.0
4878,USC00116025,7.0,39.3536,-88.5,190.5,9671.0
19131,USC00333356,12.0,39.3542,-83.4056,295.7,7551.0
8797,USC00265371,11.0,39.3572,-115.3303,1993.1,9163.0
24831,USC00042456,35.0,39.3575,-121.2011,499.9,2357.0
16130,USC00422578,63.0,39.3583,-111.5992,1673.4,4848.0
16566,USR0000NMCG,10.0,39.3583,-114.625,1911.1,9163.0
8052,USC00042640,93.0,39.3592,-122.5178,367.3,2357.0
25422,USC00231340,76.0,39.3594,-93.4886,214.9,3014.0
4948,USC00143665,28.0,39.3617,-99.8278,654.4,2303.0
8140,USC00055507,43.0,39.3619,-106.7422,2385.1,2511.0
24872,USC00047109,75.0,39.3619,-123.1286,310.3,2357.0
3250,USW00053855,16.0,39.3644,-84.5247,193.2,7551.0
21835,USC00143088,1.0,39.3644,-97.835,408.1,2303.0
16761,USW00013921,14.0,39.3667,-94.9167,0.0,6953.0
4615,USC00043639,15.0,39.3667,-121.7,31.1,2357.0
1639,USC00181693,6.0,39.3667,-76.3667,6.1,5877.0
4685,USC00050514,6.0,39.3667,-107.0333,2019.0,2511.0
6444,USS0006K01S,26.0,39.3667,-106.0667,3474.7,7299.0
21931,USC00183565,7.0,39.3667,-75.9,7.6,5877.0
12858,USC00464470,16.0,39.3667,-78.05,174.0,4964.0
13387,USW00013735,63.0,39.3667,-75.0667,21.3,5534.0
15460,USC00234382,19.0,39.3667,-94.3294,256.0,6953.0
16502,USR0000CSTO,17.0,39.3669,-122.575,365.8,2357.0
16797,USW00023065,105.0,39.3669,-101.7,1112.8,2303.0
8112,USC00051660,61.0,39.3672,-106.1897,3442.4,7299.0
18436,USC00116579,114.0,39.3686,-89.0867,198.1,9671.0
18505,USC00141029,44.0,39.3686,-101.4467,1047.6,2303.0
15453,USC00231640,20.0,39.3731,-90.9053,140.2,3014.0
11762,USC00141559,111.0,39.3739,-97.1275,367.9,6953.0
15776,USC00331528,36.0,39.3744,-83.0036,198.1,7551.0
16892,USW00093990,89.0,39.3756,-99.8297,666.9,2303.0
5958,USC00426357,103.0,39.3758,-112.3342,1560.6,4848.0
4954,USC00145483,5.0,39.3769,-100.0719,729.7,2303.0
13386,USW00013724,138.0,39.3792,-74.4242,3.0,9276.0
2862,USR0000CBAI,15.0,39.3794,-105.3394,2420.1,7299.0
24909,USC00052631,14.0,39.3811,-104.6292,2028.1,7299.0
16560,USR0000NCOM,25.0,39.3814,-116.175,2008.6,9163.0
13197,USR0000NGAL,10.0,39.3817,-119.815,1524.0,9163.0
18966,USC00282805,22.0,39.3831,-74.8289,25.9,5534.0
15302,USC00186430,22.0,39.3833,-77.2833,192.0,5877.0
25767,USC00330274,51.0,39.3833,-82.1833,210.0,1990.0
4875,USC00115846,76.0,39.3833,-89.4,195.1,9671.0
16152,USC00427740,11.0,39.3833,-112.0333,1517.9,4848.0
8497,USC00187015,13.0,39.3833,-76.7167,152.4,5877.0
3023,USS0006K08S,26.0,39.3833,-106.2,3474.7,7299.0
25284,USC00188877,52.0,39.3833,-76.5667,118.9,5877.0
1647,USC00187435,12.0,39.3833,-76.8333,189.0,5877.0
16278,USC00464763,63.0,39.3833,-77.8833,167.6,4964.0
1920,USC00261630,18.0,39.3833,-117.3167,1813.6,9163.0
26578,USR0000OCHL,9.0,39.3858,-82.985,192.0,7551.0
3246,USW00053165,2.0,39.3872,-112.5094,1451.2,4848.0
11458,USC00040931,75.0,39.3886,-120.0936,1699.3,9163.0
1812,USC00237862,27.0,39.3903,-94.5553,275.5,6953.0
1463,USC00115380,14.0,39.3908,-87.6967,195.1,9671.0
21832,USC00141699,55.0,39.3925,-101.0689,966.2,2303.0
15791,USC00335939,25.0,39.3933,-81.2192,203.6,1990.0
19831,USR0000CBGR,21.0,39.3975,-121.3861,244.8,2357.0
21940,USC00188207,15.0,39.3983,-77.7211,152.4,5877.0
4938,USC00141696,64.0,39.4,-101.05,958.0,2303.0
11862,USC00181555,14.0,39.4,-75.8833,27.1,5877.0
15297,USC00183347,2.0,39.4,-77.35,85.3,5877.0
21547,USC00043164,23.0,39.4,-123.8167,20.1,2357.0
12376,USC00330663,10.0,39.4,-84.4,301.8,7551.0
8313,USC00120270,3.0,39.4,-87.1,-999.9,9795.0
12854,USC00460900,3.0,39.4,-78.3667,-999.9,4964.0
5389,USC00285576,17.0,39.4,-75.05,21.0,5534.0
21939,USC00187550,2.0,39.4,-76.65,112.8,5877.0
21934,USC00185790,7.0,39.4,-76.7667,163.1,5877.0
16748,USW00013734,87.0,39.4019,-77.9844,162.8,4964.0
4967,USC00148648,58.0,39.4031,-99.4192,567.8,2303.0
25107,USC00125407,61.0,39.4039,-86.453,185.9,9795.0
21601,USC00050454,76.0,39.4047,-105.4767,2356.1,7299.0
4910,USC00128848,1.0,39.4069,-86.1603,256.0,4851.0
21772,USC00117876,28.0,39.4078,-88.7739,199.6,5819.0
15785,USC00334927,50.0,39.4086,-81.4328,176.8,1990.0
18266,USC00051401,83.0,39.4106,-104.9058,1885.2,7299.0
5073,USC00186620,111.0,39.4133,-79.4,737.6,4964.0
8795,USC00264950,106.0,39.4136,-114.7733,1911.1,9163.0
18810,USC00236509,1.0,39.4142,-92.0039,233.8,3014.0
21767,USC00115841,33.0,39.4158,-89.4614,192.0,5819.0
11873,USC00183348,96.0,39.4161,-77.4389,115.8,5877.0
6679,USW00093102,56.0,39.4167,-118.7167,1199.1,9163.0
5066,USC00182800,1.0,39.4167,-76.2667,12.8,5877.0
1919,USC00261490,6.0,39.4167,-119.0833,1229.0,9163.0
1643,USC00185590,15.0,39.4167,-76.6333,103.6,5877.0
5574,USC00332920,30.0,39.4167,-83.1667,227.1,7551.0
3144,USW00013730,24.0,39.4167,-77.4667,132.9,5877.0
4624,USC00044698,6.0,39.4167,-122.9833,534.0,2357.0
8091,USC00048099,29.0,39.4167,-121.4667,192.0,2357.0
2193,USC00336675,24.0,39.4167,-83.1167,344.4,7551.0
14889,USC00044156,28.0,39.4167,-122.95,588.9,2357.0
8045,USC00041180,2.0,39.4167,-121.15,542.8,2357.0
1984,USC00287131,34.0,39.4167,-74.5167,3.0,9276.0
10138,USW00093123,5.0,39.4167,-118.7167,1200.0,9163.0
20059,USS0020K05S,15.0,39.4167,-120.3167,2575.6,2357.0
19866,USR0000CSAC,10.0,39.4172,-122.1825,36.6,2357.0
4682,USC00049684,55.0,39.4194,-123.3425,412.4,2357.0
8645,USC00235671,76.0,39.4194,-92.4369,262.1,3014.0
26754,USW00013841,28.0,39.4203,-83.8217,321.9,7551.0
16279,USC00464840,17.0,39.4206,-79.005,274.3,4964.0
4890,USC00121030,86.0,39.4239,-85.0128,192.0,4851.0
15470,USC00237514,66.0,39.4247,-92.8106,222.5,3014.0
8633,USC00231037,117.0,39.4247,-93.1331,201.8,3014.0
2899,USR0000CSDC,19.0,39.425,-122.9772,540.4,2357.0
25151,USC00143032,1.0,39.4261,-100.8961,944.0,2303.0
4717,USC00057249,16.0,39.4286,-105.0703,1864.5,7299.0
21575,USC00047641,28.0,39.4317,-120.2406,1931.5,9163.0
14363,CH000054539,54.0,39.433,118.9,12.0,9276.0
11881,USC00189115,19.0,39.4333,-76.3,30.5,5877.0
9005,USC00331618,17.0,39.4333,-83.9833,310.9,7551.0
3147,USW00013749,5.0,39.4333,-77.45,100.0,5877.0
1805,USC00235093,82.0,39.4333,-91.0667,142.0,3014.0
19630,USC00464836,9.0,39.4333,-78.9833,284.1,4964.0
1802,USC00234793,8.0,39.4333,-94.2,326.1,6953.0
9021,USC00334929,63.0,39.4333,-81.4667,253.0,1990.0
2622,USC00464264,13.0,39.4333,-79.5167,759.0,4964.0
8078,USC00046523,11.0,39.4333,-121.4833,161.8,2357.0
8486,USC00182450,24.0,39.4333,-79.3333,748.9,4964.0
5970,USC00428780,2.0,39.4333,-112.75,1392.9,4848.0
26619,USS0005K28S,14.0,39.4333,-105.9167,3230.9,7299.0
4729,USC00058022,28.0,39.4344,-105.1208,1780.0,7299.0
5067,USC00183353,9.0,39.4344,-77.3919,85.3,5877.0
1474,USC00119241,116.0,39.4411,-90.3789,176.8,3014.0
18447,USC00119354,108.0,39.4458,-88.5961,210.3,5819.0
19646,USC00468777,50.0,39.4467,-79.5469,801.6,4964.0
4934,USC00140200,5.0,39.4483,-98.9703,521.2,2303.0
3275,USW00093730,55.0,39.4494,-74.5672,18.3,5534.0
11880,USC00189030,57.0,39.45,-77.1833,131.1,5877.0
13518,USW00093823,14.0,39.45,-87.3,175.3,5819.0
11463,USC00041462,23.0,39.45,-121.05,839.7,2357.0
1651,USC00188205,8.0,39.45,-77.75,128.0,5877.0
16692,USS0020K04S,25.0,39.45,-120.2833,2133.6,2357.0
24947,USC00075852,34.0,39.45,-75.6667,16.8,5534.0
19635,USC00465705,49.0,39.45,-77.95,132.6,4964.0
23346,USS0019K08S,22.0,39.45,-119.95,2529.8,9163.0
14963,USC00056311,8.0,39.45,-108.05,1551.4,2511.0
26748,USW00013753,13.0,39.45,-74.5833,20.1,5534.0
25423,USC00231708,29.0,39.45,-92.6667,223.1,3014.0
